Date,NewCases,"Osoby z wynikiem neg. przy ponownym tescie, osoby zdublowane, osoby błędnie zaraportowane",Przyrost % nowych przypadków (od sumy potwerdzonych przypadków),Zmiana tygodniowa nowo wykrywanych przypadków w %,Przyrost % nowych przypadków (od aktywnych przypadków),Zmiana % liczby aktywnych przypadków (od aktywnych przypadków),Nowe zgony,Nowe wyzdrowienia,Zmiana liczby nieaktywnych przypadków,Zmiana liczby aktywnych przypadków,ActiveCases,Suma zgonów,Suma wyzdrowień,Liczba nieaktywnych przypadków,Liczba aktywnych przypadków,,% zgonów w przypadkach nieaktywnych,% wyzdrowień w przypadkach nieaktywnych,,% zgonów,% wyzdrowień,% nieaktywnych przypadków,% aktywnych przypadków
11.01,4622,0,"0,33%","4,29%","2,00%","-1,12%",75,7142,7217,-2 595,1390436,31258,1130460,1161718,228718,,"2,69%","97,31%",,"2,25%","81,30%","83,55%","16,45%"
12.01,5569,0,"0,40%","-26,95%","2,43%","-1,06%",326,7666,7992,-2 423,1396005,31584,1138126,1169710,226295,,"2,70%","97,30%",,"2,26%","81,53%","83,79%","16,21%"
13.01,9053,0,"0,65%","-36,03%","4,00%","-0,19%",481,8997,9478,-425,1405058,32065,1147123,1179188,225870,,"2,72%","97,28%",,"2,28%","81,64%","83,92%","16,08%"
14.01,9436,0,"0,67%","-21,72%","4,18%","0,16%",381,8700,9081,355,1414494,32446,1155823,1188269,226225,,"2,73%","97,27%",,"2,29%","81,71%","84,01%","15,99%"
15.01,7795,0,"0,55%","-11,32%","3,45%","-0,63%",386,8827,9213,-1 418,1422289,32832,1164650,1197482,224807,,"2,74%","97,26%",,"2,31%","81,89%","84,19%","15,81%"
16.01,7412,0,"0,52%","-29,73%","3,30%","-0,62%",369,8437,8806,-1 394,1429701,33201,1173087,1206288,223413,,"2,75%","97,25%",,"2,32%","82,05%","84,37%","15,63%"
17.01,6055,0,"0,42%","-35,65%","2,71%","-1,04%",142,8239,8381,-2 326,1435756,33343,1181326,1214669,221087,,"2,75%","97,25%",,"2,32%","82,28%","84,60%","15,40%"
18.01,3271,0,"0,23%","-29,23%","1,48%","-1,44%",52,6393,6445,-3 174,1439027,33395,1187719,1221114,217913,,"2,73%","97,27%",,"2,32%","82,54%","84,86%","15,14%"
19.01,4835,0,"0,34%","-13,18%","2,22%","-2,19%",291,9315,9606,-4 771,1443862,33686,1197034,1230720,213142,,"2,74%","97,26%",,"2,33%","82,91%","85,24%","14,76%"
20.01,6919,0,"0,48%","-23,57%","3,25%","-1,81%",443,10325,10768,-3 849,1450781,34129,1207359,1241488,209293,,"2,75%","97,25%",,"2,35%","83,22%","85,57%","14,43%"
21.01,7152,0,"0,49%","-24,21%","3,42%","-0,78%",419,8373,8792,-1 640,1457933,34548,1215732,1250280,207653,,"2,76%","97,24%",,"2,37%","83,39%","85,76%","14,24%"
22.01,6640,0,"0,46%","-14,82%","3,20%","4,34%",346,-2 720,-2 374,9014,1464573,34894,1213012,1247906,216667,,"2,80%","97,20%",,"2,38%","82,82%","85,21%","14,79%"
23.01,6322,0,"0,43%","-14,71%","2,92%","-1,75%",346,9770,10116,-3 794,1470895,35240,1222782,1258022,212873,,"2,80%","97,20%",,"2,40%","83,13%","85,53%","14,47%"
24.01,4683,0,"0,32%","-22,66%","2,20%","-1,45%",110,7664,7774,-3 091,1475578,35350,1230446,1265796,209782,,"2,79%","97,21%",,"2,40%","83,39%","85,78%","14,22%"
25.01,2419,0,"0,16%","-26,05%","1,15%","-2,34%",38,7290,7328,-4 909,1477997,35388,1237736,1273124,204873,,"2,78%","97,22%",,"2,39%","83,74%","86,14%","13,86%"
26.01,4604,0,"0,31%","-4,78%","2,25%","-0,73%",264,5839,6103,-1 499,1482601,35652,1243575,1279227,203374,,"2,79%","97,21%",,"2,40%","83,88%","86,28%","13,72%"
27.01,6789,0,"0,46%","-1,88%","3,34%","1,82%",389,2692,3081,3708,1489390,36041,1246267,1282308,207082,,"2,81%","97,19%",,"2,42%","83,68%","86,10%","13,90%"
28.01,7156,0,"0,48%","0,06%","3,46%","1,03%",389,4625,5014,2142,1496546,36430,1250892,1287322,209224,,"2,83%","97,17%",,"2,43%","83,59%","86,02%","13,98%"
29.01,6144,0,"0,41%","-7,47%","2,94%","-0,31%",336,6460,6796,-652,1502690,36766,1257352,1294118,208572,,"2,84%","97,16%",,"2,45%","83,67%","86,12%","13,88%"
30.01,5864,0,"0,39%","-7,24%","2,81%","-0,80%",303,7222,7525,-1 661,1508554,37069,1264574,1301643,206911,,"2,85%","97,15%",,"2,46%","83,83%","86,28%","13,72%"
31.01,4706,0,"0,31%","0,49%","2,27%","-0,62%",98,5893,5991,-1 285,1513260,37167,1270467,1307634,205626,,"2,84%","97,16%",,"2,46%","83,96%","86,41%","13,59%"
01.02,2503,0,"0,17%","3,47%","1,22%","-1,80%",42,6169,6211,-3 708,1515763,37209,1276636,1313845,201918,,"2,83%","97,17%",,"2,45%","84,22%","86,68%","13,32%"
02.02,4326,0,"0,29%","-6,04%","2,14%","-0,34%",253,4760,5013,-687,1520089,37462,1281396,1318858,201231,,"2,84%","97,16%",,"2,46%","84,30%","86,76%","13,24%"
03.02,6802,0,"0,45%","0,19%","3,38%","2,03%",421,2302,2723,4079,1526891,37883,1283698,1321581,205310,,"2,87%","97,13%",,"2,48%","84,07%","86,55%","13,45%"
04.02,6496,0,"0,43%","-9,22%","3,16%","0,77%",444,4465,4909,1587,1533387,38327,1288163,1326490,206897,,"2,89%","97,11%",,"2,50%","84,01%","86,51%","13,49%"
05.02,6053,0,"0,39%","-1,48%","2,93%","-0,41%",368,6524,6892,-839,1539440,38695,1294687,1333382,206058,,"2,90%","97,10%",,"2,51%","84,10%","86,61%","13,39%"
06.02,5965,0,"0,39%","1,72%","2,89%","-0,58%",283,6884,7167,-1 202,1545405,38978,1301571,1340549,204856,,"2,91%","97,09%",,"2,52%","84,22%","86,74%","13,26%"
07.02,4728,0,"0,31%","0,47%","2,31%","-0,47%",93,5590,5683,-955,1550133,39071,1307161,1346232,203901,,"2,90%","97,10%",,"2,52%","84,33%","86,85%","13,15%"
08.02,2431,0,"0,16%","-2,88%","1,19%","-1,62%",45,5695,5740,-3 309,1552564,39116,1312856,1351972,200592,,"2,89%","97,11%",,"2,52%","84,56%","87,08%","12,92%"
09.02,4029,0,"0,26%","-6,87%","2,01%","-0,41%",227,4618,4845,-816,1556593,39343,1317474,1356817,199776,,"2,90%","97,10%",,"2,53%","84,64%","87,17%","12,83%"
10.02,6930,0,"0,45%","1,88%","3,47%","2,21%",360,2161,2521,4409,1563523,39703,1319635,1359338,204185,,"2,92%","97,08%",,"2,54%","84,40%","86,94%","13,06%"
11.02,7008,0,"0,45%","7,88%","3,43%","1,02%",456,4466,4922,2086,1570531,40159,1324101,1364260,206271,,"2,94%","97,06%",,"2,56%","84,31%","86,87%","13,13%"
12.02,6379,0,"0,41%","5,39%","3,09%","0,05%",247,6026,6273,106,1576910,40406,1330127,1370533,206377,,"2,95%","97,05%",,"2,56%","84,35%","86,91%","13,09%"
13.02,6586,0,"0,42%","10,41%","3,19%","-0,02%",284,6340,6624,-38,1583496,40690,1336467,1377157,206339,,"2,95%","97,05%",,"2,57%","84,40%","86,97%","13,03%"
14.02,5334,0,"0,34%","12,82%","2,59%","-0,16%",98,5564,5662,-328,1588830,40788,1342031,1382819,206011,,"2,95%","97,05%",,"2,57%","84,47%","87,03%","12,97%"
15.02,2543,0,"0,16%","4,61%","1,23%","-1,51%",25,5639,5664,-3 121,1591373,40813,1347670,1388483,202890,,"2,94%","97,06%",,"2,56%","84,69%","87,25%","12,75%"
16.02,5178,0,"0,33%","28,52%","2,55%","0,10%",196,4773,4969,209,1596551,41009,1352443,1393452,203099,,"2,94%","97,06%",,"2,57%","84,71%","87,28%","12,72%"
17.02,8694,0,"0,54%","25,45%","4,28%","3,08%",279,2155,2434,6260,1605245,41288,1354598,1395886,209359,,"2,96%","97,04%",,"2,57%","84,39%","86,96%","13,04%"
18.02,9073,0,"0,57%","29,47%","4,33%","2,26%",273,4068,4341,4732,1614318,41561,1358666,1400227,214091,,"2,97%","97,03%",,"2,57%","84,16%","86,74%","13,26%"
19.02,8777,0,"0,54%","37,59%","4,10%","0,93%",241,6550,6791,1986,1623095,41802,1365216,1407018,216077,,"2,97%","97,03%",,"2,58%","84,11%","86,69%","13,31%"
20.02,8510,0,"0,52%","29,21%","3,94%","0,53%",254,7110,7364,1146,1631605,42056,1372326,1414382,217223,,"2,97%","97,03%",,"2,58%","84,11%","86,69%","13,31%"
21.02,7038,0,"0,43%","31,95%","3,24%","0,39%",94,6088,6182,856,1638643,42150,1378414,1420564,218079,,"2,97%","97,03%",,"2,57%","84,12%","86,69%","13,31%"
22.02,3890,0,"0,24%","52,97%","1,78%","-0,96%",17,5959,5976,-2 086,1642533,42167,1384373,1426540,215993,,"2,96%","97,04%",,"2,57%","84,28%","86,85%","13,15%"
23.02,6310,0,"0,38%","21,86%","2,92%","0,43%",247,5143,5390,920,1648843,42414,1389516,1431930,216913,,"2,96%","97,04%",,"2,57%","84,27%","86,84%","13,16%"
24.02,12146,0,"0,74%","39,71%","5,60%","4,29%",372,2465,2837,9309,1660989,42786,1391981,1434767,226222,,"2,98%","97,02%",,"2,58%","83,80%","86,38%","13,62%"
25.02,12142,0,"0,73%","33,83%","5,37%","2,87%",286,5361,5647,6495,1673131,43072,1397342,1440414,232717,,"2,99%","97,01%",,"2,57%","83,52%","86,09%","13,91%"
26.02,11539,0,"0,69%","31,47%","4,96%","1,32%",259,8210,8469,3070,1684670,43331,1405552,1448883,235787,,"2,99%","97,01%",,"2,57%","83,43%","86,00%","14,00%"
27.02,12100,0,"0,72%","42,19%","5,13%","1,22%",303,8909,9212,2888,1696770,43634,1414461,1458095,238675,,"2,99%","97,01%",,"2,57%","83,36%","85,93%","14,07%"
28.02,10099,0,"0,60%","43,49%","4,23%","0,68%",114,8368,8482,1617,1706869,43748,1422829,1466577,240292,,"2,98%","97,02%",,"2,56%","83,36%","85,92%","14,08%"
01.03,4786,0,"0,28%","23,03%","1,99%","-1,36%",24,8032,8056,-3 270,1711655,43772,1430861,1474633,237022,,"2,97%","97,03%",,"2,56%","83,60%","86,15%","13,85%"
02.03,7937,0,"0,46%","25,78%","3,35%","0,23%",216,7171,7387,550,1719592,43988,1438032,1482020,237572,,"2,97%","97,03%",,"2,56%","83,63%","86,18%","13,82%"
03.03,15698,0,"0,91%","29,24%","6,61%","5,03%",309,3447,3756,11942,1735290,44297,1441479,1485776,249514,,"2,98%","97,02%",,"2,55%","83,07%","85,62%","14,38%"
04.03,15250,0,"0,88%","25,60%","6,11%","3,13%",289,7140,7429,7821,1750540,44586,1448619,1493205,257335,,"2,99%","97,01%",,"2,55%","82,75%","85,30%","14,70%"
05.03,15829,0,"0,90%","37,18%","6,15%","1,80%",263,10945,11208,4621,1766369,44849,1459564,1504413,261956,,"2,98%","97,02%",,"2,54%","82,63%","85,17%","14,83%"
06.03,14857,0,"0,84%","22,79%","5,67%","0,98%",245,12044,12289,2568,1781226,45094,1471608,1516702,264524,,"2,97%","97,03%",,"2,53%","82,62%","85,15%","14,85%"
07.03,13574,0,"0,76%","34,41%","5,13%","0,94%",126,10960,11086,2488,1794800,45220,1482568,1527788,267012,,"2,96%","97,04%",,"2,52%","82,60%","85,12%","14,88%"
08.03,6170,0,"0,34%","28,92%","2,31%","-2,01%",32,11515,11547,-5 377,1800970,45252,1494083,1539335,261635,,"2,94%","97,06%",,"2,51%","82,96%","85,47%","14,53%"
09.03,9954,0,"0,55%","25,41%","3,80%","0,15%",282,9270,9552,402,1810924,45534,1503353,1548887,262037,,"2,94%","97,06%",,"2,51%","83,02%","85,53%","14,47%"
10.03,17260,0,"0,95%","9,95%","6,59%","4,70%",398,4552,4950,12310,1828184,45932,1507905,1553837,274347,,"2,96%","97,04%",,"2,51%","82,48%","84,99%","15,01%"
11.03,21045,0,"1,15%","38,00%","7,67%","4,39%",375,8635,9010,12035,1849229,46307,1516540,1562847,286382,,"2,96%","97,04%",,"2,50%","82,01%","84,51%","15,49%"
12.03,18775,0,"1,02%","18,61%","6,56%","1,56%",351,13944,14295,4480,1868004,46658,1530484,1577142,290862,,"2,96%","97,04%",,"2,50%","81,93%","84,43%","15,57%"
13.03,21049,0,"1,13%","41,68%","7,24%","1,73%",343,15667,16010,5039,1889053,47001,1546151,1593152,295901,,"2,95%","97,05%",,"2,49%","81,85%","84,34%","15,66%"
14.03,17259,0,"0,91%","27,15%","5,83%","1,04%",110,14076,14186,3073,1906312,47111,1560227,1607338,298974,,"2,93%","97,07%",,"2,47%","81,85%","84,32%","15,68%"
15.03,10896,0,"0,57%","76,60%","3,64%","-1,12%",28,14228,14256,-3 360,1917208,47139,1574455,1621594,295614,,"2,91%","97,09%",,"2,46%","82,12%","84,58%","15,42%"
16.03,14396,0,"0,75%","44,63%","4,87%","0,44%",372,12709,13081,1315,1931604,47511,1587164,1634675,296929,,"2,91%","97,09%",,"2,46%","82,17%","84,63%","15,37%"
17.03,25052,0,"1,30%","45,14%","8,44%","6,26%",453,6001,6454,18598,1956656,47964,1593165,1641129,315527,,"2,92%","97,08%",,"2,45%","81,42%","83,87%","16,13%"
18.03,27278,0,"1,39%","29,62%","8,65%","5,15%",356,10667,11023,16255,1983934,48320,1603832,1652152,331782,,"2,92%","97,08%",,"2,44%","80,84%","83,28%","16,72%"
19.03,25998,0,"1,31%","38,47%","7,84%","2,75%",419,16440,16859,9139,2009932,48739,1620272,1669011,340921,,"2,92%","97,08%",,"2,42%","80,61%","83,04%","16,96%"
20.03,26405,0,"1,31%","25,45%","7,75%","1,84%",349,19778,20127,6278,2036337,49088,1640050,1689138,347199,,"2,91%","97,09%",,"2,41%","80,54%","82,95%","17,05%"
21.03,21849,0,"1,07%","26,59%","6,29%","1,42%",140,16777,16917,4932,2058186,49228,1656827,1706055,352131,,"2,89%","97,11%",,"2,39%","80,50%","82,89%","17,11%"
22.03,14578,0,"0,71%","33,79%","4,14%","-1,33%",65,19181,19246,-4 668,2072764,49293,1676008,1725301,347463,,"2,86%","97,14%",,"2,38%","80,86%","83,24%","16,76%"
23.03,16741,0,"0,81%","16,29%","4,82%","-0,44%",396,17867,18263,-1 522,2089505,49689,1693875,1743564,345941,,"2,85%","97,15%",,"2,38%","81,07%","83,44%","16,56%"
24.03,29978,0,"1,43%","19,66%","8,67%","4,46%",575,13971,14546,15432,2119483,50264,1707846,1758110,361373,,"2,86%","97,14%",,"2,37%","80,58%","82,95%","17,05%"
25.03,34151,0,"1,61%","25,20%","9,45%","5,15%",520,15010,15530,18621,2153634,50784,1722856,1773640,379994,,"2,86%","97,14%",,"2,36%","80,00%","82,36%","17,64%"
26.03,35143,0,"1,63%","35,18%","9,25%","2,72%",443,24367,24810,10333,2188777,51227,1747223,1798450,390327,,"2,85%","97,15%",,"2,34%","79,83%","82,17%","17,83%"
27.03,31757,0,"1,45%","20,27%","8,14%","0,89%",448,27845,28293,3464,2220534,51675,1775068,1826743,393791,,"2,83%","97,17%",,"2,33%","79,94%","82,27%","17,73%"
28.03,29253,0,"1,32%","33,89%","7,43%","1,34%",131,23854,23985,5268,2249787,51806,1798922,1850728,399059,,"2,80%","97,20%",,"2,30%","79,96%","82,26%","17,74%"
29.03,16965,0,"0,75%","16,37%","4,25%","-2,15%",48,25509,25557,-8 592,2266752,51854,1824431,1876285,390467,,"2,76%","97,24%",,"2,29%","80,49%","82,77%","17,23%"
30.03,20870,0,"0,92%","24,66%","5,34%","-0,86%",461,23768,24229,-3 359,2287622,52315,1848199,1900514,387108,,"2,75%","97,25%",,"2,29%","80,79%","83,08%","16,92%"
31.03,32874,0,"1,44%","9,66%","8,49%","4,78%",653,13726,14379,18495,2320496,52968,1861925,1914893,405603,,"2,77%","97,23%",,"2,28%","80,24%","82,52%","17,48%"
01.04,35251,0,"1,52%","3,22%","8,69%","3,54%",621,20254,20875,14376,2355747,53589,1882179,1935768,419979,,"2,77%","97,23%",,"2,27%","79,90%","82,17%","17,83%"
02.04,30546,0,"1,30%","-13,08%","7,27%","0,23%",497,29070,29567,979,2386293,54086,1911249,1965335,420958,,"2,75%","97,25%",,"2,27%","80,09%","82,36%","17,64%"
03.04,28073,0,"1,18%","-11,60%","6,67%","-1,72%",571,34745,35316,-7 243,2414366,54657,1945994,2000651,413715,,"2,73%","97,27%",,"2,26%","80,60%","82,86%","17,14%"
04.04,22947,0,"0,95%","-21,56%","5,55%","-2,34%",204,32439,32643,-9 696,2437313,54861,1978433,2033294,404019,,"2,70%","97,30%",,"2,25%","81,17%","83,42%","16,58%"
05.04,9902,0,"0,41%","-41,63%","2,45%","-5,21%",64,30875,30939,-21 037,2447215,54925,2009308,2064233,382982,,"2,66%","97,34%",,"2,24%","82,11%","84,35%","15,65%"
06.04,8245,0,"0,34%","-60,49%","2,15%","-4,98%",60,27269,27329,-19 084,2455460,54985,2036577,2091562,363898,,"2,63%","97,37%",,"2,24%","82,94%","85,18%","14,82%"
07.04,14910,0,"0,61%","-54,65%","4,10%","-1,06%",638,18120,18758,-3 848,2470370,55623,2054697,2110320,360050,,"2,64%","97,36%",,"2,25%","83,17%","85,43%","14,57%"
08.04,27887,0,"1,13%","-20,89%","7,75%","1,42%",954,21807,22761,5126,2498257,56577,2076504,2133081,365176,,"2,65%","97,35%",,"2,26%","83,12%","85,38%","14,62%"
09.04,28487,0,"1,14%","-6,74%","7,80%","-0,97%",768,31272,32040,-3 553,2526744,57345,2107776,2165121,361623,,"2,65%","97,35%",,"2,27%","83,42%","85,69%","14,31%"
10.04,24856,0,"0,98%","-11,46%","6,87%","-3,09%",749,35289,36038,-11 182,2551600,58094,2143065,2201159,350441,,"2,64%","97,36%",,"2,28%","83,99%","86,27%","13,73%"
11.04,21703,0,"0,85%","-5,42%","6,19%","-1,93%",245,28236,28481,-6 778,2573303,58339,2171301,2229640,343663,,"2,62%","97,38%",,"2,27%","84,38%","86,65%","13,35%"
12.04,12013,0,"0,47%","21,32%","3,50%","-4,23%",61,26481,26542,-14 529,2585316,58400,2197782,2256182,329134,,"2,59%","97,41%",,"2,26%","85,01%","87,27%","12,73%"
13.04,13227,0,"0,51%","60,42%","4,02%","-2,82%",644,21873,22517,-9 290,2598543,59044,2219655,2278699,319844,,"2,59%","97,41%",,"2,27%","85,42%","87,69%","12,31%"
14.04,21283,0,"0,82%","42,74%","6,65%","3,23%",803,10146,10949,10334,2619826,59847,2229801,2289648,330178,,"2,61%","97,39%",,"2,28%","85,11%","87,40%","12,60%"
15.04,21130,0,"0,81%","-24,23%","6,40%","3,52%",682,8837,9519,11611,2640956,60529,2238638,2299167,341789,,"2,63%","97,37%",,"2,29%","84,77%","87,06%","12,94%"
16.04,17847,0,"0,68%","-37,35%","5,22%","0,19%",595,16594,17189,658,2658803,61124,2255232,2316356,342447,,"2,64%","97,36%",,"2,30%","84,82%","87,12%","12,88%"
17.04,15763,0,"0,59%","-36,58%","4,60%","-4,33%",616,29989,30605,-14 842,2674566,61740,2285221,2346961,327605,,"2,63%","97,37%",,"2,31%","85,44%","87,75%","12,25%"
18.04,12153,0,"0,45%","-44,00%","3,71%","-4,27%",207,25924,26131,-13 978,2686719,61947,2311145,2373092,313627,,"2,61%","97,39%",,"2,31%","86,02%","88,33%","11,67%"
19.04,7283,0,"0,27%","-39,37%","2,32%","-5,31%",101,23833,23934,-16 651,2694002,62048,2334978,2397026,296976,,"2,59%","97,41%",,"2,30%","86,67%","88,98%","11,02%"
20.04,9246,0,"0,34%","-30,10%","3,11%","-3,71%",601,19674,20275,-11 029,2703248,62649,2354652,2417301,285947,,"2,59%","97,41%",,"2,32%","87,10%","89,42%","10,58%"
21.04,13926,0,"0,52%","-34,57%","4,87%","0,56%",740,11578,12318,1608,2717174,63389,2366230,2429619,287555,,"2,61%","97,39%",,"2,33%","87,08%","89,42%","10,58%"
22.04,12762,0,"0,47%","-39,60%","4,44%","-0,87%",694,14557,15251,-2 489,2729936,64083,2380787,2444870,285066,,"2,62%","97,38%",,"2,35%","87,21%","89,56%","10,44%"
23.04,10858,0,"0,40%","-39,16%","3,81%","-3,63%",539,20670,21209,-10 351,2740794,64622,2401457,2466079,274715,,"2,62%","97,38%",,"2,36%","87,62%","89,98%","10,02%"
24.04,9505,0,"0,35%","-39,70%","3,46%","-4,44%",513,21202,21715,-12 210,2750299,65135,2422659,2487794,262505,,"2,62%","97,38%",,"2,37%","88,09%","90,46%","9,54%"
25.04,7219,0,"0,26%","-40,60%","2,75%","-3,71%",193,16753,16946,-9 727,2757518,65328,2439412,2504740,252778,,"2,61%","97,39%",,"2,37%","88,46%","90,83%","9,17%"
26.04,3451,0,"0,13%","-52,62%","1,37%","-4,83%",22,15643,15665,-12 214,2760969,65350,2455055,2520405,240564,,"2,59%","97,41%",,"2,37%","88,92%","91,29%","8,71%"
27.04,5709,0,"0,21%","-38,25%","2,37%","-2,80%",460,11981,12441,-6 732,2766678,65810,2467036,2532846,233832,,"2,60%","97,40%",,"2,38%","89,17%","91,55%","8,45%"
28.04,8895,0,"0,32%","-36,13%","3,80%","0,56%",636,6938,7574,1321,2775573,66446,2473974,2540420,235153,,"2,62%","97,38%",,"2,39%","89,13%","91,53%","8,47%"
29.04,8427,0,"0,30%","-33,97%","3,58%","-0,82%",541,9806,10347,-1 920,2784000,66987,2483780,2550767,233233,,"2,63%","97,37%",,"2,41%","89,22%","91,62%","8,38%"
30.04,6796,0,"0,24%","-37,41%","2,91%","-2,86%",429,13030,13459,-6 663,2790796,67416,2496810,2564226,226570,,"2,63%","97,37%",,"2,42%","89,47%","91,88%","8,12%"
01.05,6469,0,"0,23%","-31,94%","2,86%","-3,53%",423,14048,14471,-8 002,2797265,67839,2510858,2578697,218568,,"2,63%","97,37%",,"2,43%","89,76%","92,19%","7,81%"
02.05,4612,0,"0,16%","-36,11%","2,11%","-2,58%",144,10110,10254,-5 642,2801877,67983,2520968,2588951,212926,,"2,63%","97,37%",,"2,43%","89,97%","92,40%","7,60%"
03.05,2525,0,"0,09%","-26,83%","1,19%","-3,00%",37,8876,8913,-6 388,2804402,68020,2529844,2597864,206538,,"2,62%","97,38%",,"2,43%","90,21%","92,64%","7,36%"
04.05,2296,0,"0,08%","-59,78%","1,11%","-2,33%",28,7087,7115,-4 819,2806698,68048,2536931,2604979,201719,,"2,61%","97,39%",,"2,42%","90,39%","92,81%","7,19%"
05.05,3896,0,"0,14%","-56,20%","1,93%","-0,10%",349,3753,4102,-206,2810594,68397,2540684,2609081,201513,,"2,62%","97,38%",,"2,43%","90,40%","92,83%","7,17%"
06.05,6431,0,"0,23%","-23,69%","3,19%","-0,07%",510,6067,6577,-146,2817025,68907,2546751,2615658,201367,,"2,63%","97,37%",,"2,45%","90,41%","92,85%","7,15%"
07.05,6047,0,"0,21%","-11,02%","3,00%","-1,35%",453,8308,8761,-2 714,2823072,69360,2555059,2624419,198653,,"2,64%","97,36%",,"2,46%","90,51%","92,96%","7,04%"
08.05,4765,0,"0,17%","-26,34%","2,40%","-1,85%",421,8020,8441,-3 676,2827837,69781,2563079,2632860,194977,,"2,65%","97,35%",,"2,47%","90,64%","93,11%","6,89%"
09.05,3852,0,"0,14%","-16,48%","1,98%","-1,39%",147,6422,6569,-2 717,2831689,69928,2569501,2639429,192260,,"2,65%","97,35%",,"2,47%","90,74%","93,21%","6,79%"
10.05,2032,0,"0,07%","-19,52%","1,06%","-2,35%",22,6533,6555,-4 523,2833721,69950,2576034,2645984,187737,,"2,64%","97,36%",,"2,47%","90,91%","93,37%","6,63%"
11.05,3098,0,"0,11%","34,93%","1,65%","-0,76%",319,4211,4530,-1 432,2836819,70269,2580245,2650514,186305,,"2,65%","97,35%",,"2,48%","90,96%","93,43%","6,57%"
12.05,4255,0,"0,15%","9,21%","2,28%","0,88%",343,2274,2617,1638,2841074,70612,2582519,2653131,187943,,"2,66%","97,34%",,"2,49%","90,90%","93,38%","6,62%"
13.05,3730,0,"0,13%","-42,00%","1,98%","0,62%",342,2232,2574,1156,2844804,70954,2584751,2655705,189099,,"2,67%","97,33%",,"2,49%","90,86%","93,35%","6,65%"
14.05,3288,0,"0,12%","-45,63%","1,74%","-0,81%",289,4526,4815,-1 527,2848092,71243,2589277,2660520,187572,,"2,68%","97,32%",,"2,50%","90,91%","93,41%","6,59%"
15.05,2896,0,"0,10%","-39,22%","1,54%","-2,00%",298,6358,6656,-3 760,2850988,71541,2595635,2667176,183812,,"2,68%","97,32%",,"2,51%","91,04%","93,55%","6,45%"
16.05,2167,0,"0,08%","-43,74%","1,18%","-1,76%",55,5339,5394,-3 227,2853155,71596,2600974,2672570,180585,,"2,68%","97,32%",,"2,51%","91,16%","93,67%","6,33%"
17.05,1109,0,"0,04%","-45,42%","0,61%","-2,01%",11,4729,4740,-3 631,2854264,71607,2605703,2677310,176954,,"2,67%","97,33%",,"2,51%","91,29%","93,80%","6,20%"
18.05,1734,0,"0,06%","-44,03%","0,98%","-1,14%",245,3513,3758,-2 024,2855998,71852,2609216,2681068,174930,,"2,68%","97,32%",,"2,52%","91,36%","93,87%","6,13%"
19.05,2344,0,"0,08%","-44,91%","1,34%","0,17%",329,1716,2045,299,2858342,72181,2610932,2683113,175229,,"2,69%","97,31%",,"2,53%","91,34%","93,87%","6,13%"
20.05,2086,0,"0,07%","-44,08%","1,19%","-0,71%",250,3088,3338,-1 252,2860428,72431,2614020,2686451,173977,,"2,70%","97,30%",,"2,53%","91,39%","93,92%","6,08%"
21.05,1679,0,"0,06%","-48,94%","0,97%","-1,45%",191,4011,4202,-2 523,2862107,72622,2618031,2690653,171454,,"2,70%","97,30%",,"2,54%","91,47%","94,01%","5,99%"
22.05,1516,0,"0,05%","-47,65%","0,88%","-1,36%",191,3655,3846,-2 330,2863623,72813,2621686,2694499,169124,,"2,70%","97,30%",,"2,54%","91,55%","94,09%","5,91%"
23.05,1075,0,"0,04%","-50,39%","0,64%","-1,19%",46,3038,3084,-2 009,2864698,72859,2624724,2697583,167115,,"2,70%","97,30%",,"2,54%","91,62%","94,17%","5,83%"
24.05,559,0,"0,02%","-49,59%","0,33%","-1,44%",17,2955,2972,-2 413,2865257,72876,2627679,2700555,164702,,"2,70%","97,30%",,"2,54%","91,71%","94,25%","5,75%"
25.05,1000,0,"0,03%","-42,33%","0,61%","-0,67%",151,1947,2098,-1 098,2866257,73027,2629626,2702653,163604,,"2,70%","97,30%",,"2,55%","91,74%","94,29%","5,71%"
26.05,1267,0,"0,04%","-45,95%","0,77%","0,06%",209,955,1164,103,2867524,73236,2630581,2703817,163707,,"2,71%","97,29%",,"2,55%","91,74%","94,29%","5,71%"
27.05,1230,0,"0,04%","-41,04%","0,75%","-0,49%",135,1903,2038,-808,2868754,73371,2632484,2705855,162899,,"2,71%","97,29%",,"2,56%","91,76%","94,32%","5,68%"
28.05,946,0,"0,03%","-43,66%","0,58%","-0,86%",117,2227,2344,-1 398,2869700,73488,2634711,2708199,161501,,"2,71%","97,29%",,"2,56%","91,81%","94,37%","5,63%"
29.05,775,0,"0,03%","-48,88%","0,48%","-0,81%",125,1964,2089,-1 314,2870475,73613,2636675,2710288,160187,,"2,72%","97,28%",,"2,56%","91,86%","94,42%","5,58%"
30.05,579,0,"0,02%","-46,14%","0,36%","-0,64%",56,1547,1603,-1 024,2871054,73669,2638222,2711891,159163,,"2,72%","97,28%",,"2,57%","91,89%","94,46%","5,54%"
31.05,333,0,"0,01%","-40,43%","0,21%","-0,72%",7,1467,1474,-1 141,2871387,73676,2639689,2713365,158022,,"2,72%","97,28%",,"2,57%","91,93%","94,50%","5,50%"
